Date,Open,High,Low,Close,Volume
2005-01-03,-0.7972575372808365,-0.797298739554115,-0.7974695004302906,-0.7974827686978427,0.7353155852053763
2005-01-04,-0.7975284794538569,-0.7972012692310108,-0.7973672002749452,-0.797305037403598,1.7523240930301736
2005-01-05,-0.7973451217369856,-0.7972608288775007,-0.7970686164057852,-0.7971519238146412,0.7062778953749681
2005-01-06,-0.7972876459544003,-0.7973528920377644,-0.7972676686970269,-0.7971382491084065,0.7693898510819503
2005-01-07,-0.7971973341758392,-0.7960749512486047,-0.7968750924272837,-0.7958531684552532,4.592784159289584
2005-01-10,-0.7958754472280302,-0.7957852425843123,-0.7960097424435014,-0.7959324461766955,3.331276614854969
2005-01-11,-0.7963078611421314,-0.7962049154593742,-0.7970437352991259,-0.7971355249473773,5.557935629946318
2005-01-12,-0.7970741713325868,-0.7970848465868103,-0.7972759702041573,-0.7968894362922861,3.819641598906791
2005-01-13,-0.7948135558121301,-0.7947780429212192,-0.7954982690487947,-0.7957027671690858,6.947439735464777
2005-01-14,-0.7957605028592765,-0.7955090843023446,-0.7956475701670027,-0.7955934147961233,3.4454155574877703
2005-01-18,-0.7958699782105773,-0.7957852454999753,-0.7960456942538789,-0.7954703693905559,1.5253405233965465
2005-01-19,-0.7956948180349576,-0.795579484918062,-0.7954927507019691,-0.7956809091995459,0.8858079147188826
2005-01-20,-0.7959247089713485,-0.7956309129148917,-0.795570160161376,-0.7955223235720517,1.295374400350106
2005-01-21,-0.7954703930861512,-0.7955415761832604,-0.7954236350419637,-0.7955141155142454,1.2863563968707978
2005-01-24,-0.7955607104336604,-0.7954928313225328,-0.7952715841562624,-0.7954402968950793,1.1112439330534087
2005-01-25,-0.7954539813751281,-0.7952058455951745,-0.795163753937433,-0.7950875767939893,1.4318121503381385
2005-01-26,-0.7951009289180646,-0.7952302129669175,-0.7950863442576321,-0.7950328844371815,0.8546599276624273
2005-01-27,-0.7952377692340296,-0.795184173519239,-0.7949951007576216,-0.7949262465230521,0.2435037823510103
2005-01-28,-0.7951118719041708,-0.7948971922786296,-0.7947490640727433,-0.7945598721981413,1.0107093732045243
2005-01-31,-0.7945754495938999,-0.7938385446139157,-0.7941767602575966,-0.7937614655540015,3.2202046375240228
